filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20181210_100050_118_R.JPG,3691489,{},28,24,"{""all_points_x"": [36, 154, 10, 12], ""all_points_y"": [912, 1008, 1149, 941], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100050_118_R.JPG,3691489,{},28,25,"{""all_points_x"": [1253, 1040, 930, 1158], ""all_points_y"": [1702, 1943, 1864, 1638], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100050_118_R.JPG,3691489,{},28,26,"{""all_points_x"": [1000, 764, 869, 1113], ""all_points_y"": [1518, 1752, 1825, 1595], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100050_118_R.JPG,3691489,{},28,27,"{""all_points_x"": [769, 579, 686, 896], ""all_points_y"": [1441, 1669, 1752, 1511], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,0,"{""all_points_x"": [2842, 2792, 3587, 3588, 2871, 2884, 2973, 3003, 2926], ""all_points_y"": [700, 898, 1253, 1142, 820, 781, 800, 757, 685], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100102_227_R.JPG, ,{},23,1,"{""all_points_x"": [1683, 1613, 1992, 2038], ""all_points_y"": [605, 669, 852, 781], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100102_227_R.JPG, ,{},23,2,"{""all_points_x"": [1253, 1131, 1134, 1147, 1163, 1289, 1309, 1320, 1469, 1481, 1489, 1599], ""all_points_y"": [373, 460, 536, 537, 508, 564, 613, 577, 648, 694, 649, 537], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100102_227_R.JPG, ,{},23,3,"{""all_points_x"": [952, 818, 847, 866, 873, 1038, 1060, 1068, 1180], ""all_points_y"": [238, 331, 387, 395, 369, 454, 490, 461, 352], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100102_227_R.JPG, ,{},23,4,"{""all_points_x"": [321, 261, 318, 378], ""all_points_y"": [1621, 1677, 1735, 1674], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100102_227_R.JPG, ,{},23,5,"{""all_points_x"": [2594, 2940, 2986], ""all_points_y"": [2689, 2582, 2698], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,6,"{""all_points_x"": [2263, 2698, 2731, 2369], ""all_points_y"": [2512, 2396, 2544, 2649], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,7,"{""all_points_x"": [2106, 2450, 2491, 2170], ""all_points_y"": [2317, 2213, 2348, 2476], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,8,"{""all_points_x"": [1453, 1765, 1716, 1411], ""all_points_y"": [2139, 2024, 1906, 1996], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,9,"{""all_points_x"": [1344, 1651, 1580, 1255], ""all_points_y"": [1967, 1865, 1732, 1855], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,10,"{""all_points_x"": [1123, 1453, 1413, 1080], ""all_points_y"": [1848, 1757, 1624, 1700], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,11,"{""all_points_x"": [898, 901, 1263, 1236], ""all_points_y"": [1576, 1689, 1635, 1512], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,12,"{""all_points_x"": [490, 469, 621, 628], ""all_points_y"": [1923, 2257, 2249, 1919], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,13,"{""all_points_x"": [280, 266, 406, 403], ""all_points_y"": [1841, 2127, 2118, 1843], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,14,"{""all_points_x"": [116, 71, 218, 230], ""all_points_y"": [1734, 2038, 2020, 1715], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,15,"{""all_points_x"": [7, 89, 50, 8], ""all_points_y"": [1612, 1624, 1845, 1838], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100102_227_R.JPG, ,{},23,16,"{""all_points_x"": [2893, 2835, 3070, 3323, 3094], ""all_points_y"": [5, 311, 388, 85, 1], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100102_227_R.JPG, ,{},23,17,"{""all_points_x"": [3326, 2926, 2916, 2836, 2780, 3599, 3588, 3115], ""all_points_y"": [83, 575, 674, 697, 920, 1303, 8, 10], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100102_227_R.JPG, ,{},23,18,"{""all_points_x"": [2957, 2604, 749, 1669, 2507, 2585], ""all_points_y"": [424, 820, 3, 4, 344, 265], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100102_227_R.JPG, ,{},23,19,"{""all_points_x"": [141, 3587, 3597, 2662, 2582, 483], ""all_points_y"": [254, 1982, 1317, 885, 963, 7], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100102_227_R.JPG, ,{},23,20,"{""all_points_x"": [2571, 508, 729, 2608, 2962, 2901, 2833, 2774, 2658], ""all_points_y"": [963, 15, 5, 825, 435, 680, 699, 930, 877], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100102_227_R.JPG, ,{},23,21,"{""all_points_x"": [1, 251, 139, 470, 462, 214, 135, 5], ""all_points_y"": [425, 550, 250, 21, 6, 10, 62, 5], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100102_227_R.JPG, ,{},23,22,"{""all_points_x"": [152, 333, 3590, 3597], ""all_points_y"": [262, 784, 2593, 1992], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100116_435_R.JPG, ,{},28,0,"{""all_points_x"": [1900, 1827, 1697, 1461, 3597, 3590], ""all_points_y"": [283, 354, 306, 471, 1418, 978], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100116_435_R.JPG, ,{},28,1,"{""all_points_x"": [1692, 1838, 1849, 1826], ""all_points_y"": [303, 194, 327, 351], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100116_435_R.JPG, ,{},28,2,"{""all_points_x"": [1145, 1477, 3595, 3595], ""all_points_y"": [885, 617, 1577, 2143], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100116_435_R.JPG, ,{},28,3,"{""all_points_x"": [1411, 1001, 902, 740, 1169, 1840], ""all_points_y"": [17, 284, 359, 489, 684, 180], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100116_435_R.JPG, ,{},28,4,"{""all_points_x"": [118, 3, 11, 689, 755, 733, 901, 552, 519, 1005, 1337, 1205], ""all_points_y"": [11, 62, 307, 665, 636, 492, 359, 209, 55, 278, 56, 9], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100116_435_R.JPG, ,{},28,5,"{""all_points_x"": [2978, 2927, 3362, 3415], ""all_points_y"": [1377, 1477, 1681, 1575], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100116_435_R.JPG, ,{},28,6,"{""all_points_x"": [2465, 2355, 2364, 2375, 2555, 2563, 2585, 2760, 2779, 2794, 2885], ""all_points_y"": [1083, 1192, 1265, 1232, 1321, 1364, 1339, 1422, 1453, 1409, 1288], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100116_435_R.JPG, ,{},28,7,"{""all_points_x"": [2098, 1989, 1989, 2009, 2232, 2246, 2274, 2368], ""all_points_y"": [928, 1016, 1088, 1067, 1165, 1210, 1164, 1042], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100116_435_R.JPG, ,{},28,8,"{""all_points_x"": [1473, 1482, 3588, 3591], ""all_points_y"": [484, 618, 1575, 1428], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100116_435_R.JPG, ,{},28,9,"{""all_points_x"": [514, 549, 907, 998], ""all_points_y"": [76, 203, 358, 281], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100116_435_R.JPG, ,{},28,10,"{""all_points_x"": [1198, 1451, 1479, 1208], ""all_points_y"": [686, 465, 607, 829], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100116_435_R.JPG, ,{},28,11,"{""all_points_x"": [2725, 3359, 3264, 2662], ""all_points_y"": [617, 9, 5, 587], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100116_435_R.JPG, ,{},28,12,"{""all_points_x"": [3257, 2653, 1894, 1842, 1838, 1818, 2021], ""all_points_y"": [5, 592, 279, 331, 195, 176, 5], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100116_435_R.JPG, ,{},28,13,"{""all_points_x"": [3427, 3362, 3592, 3597], ""all_points_y"": [267, 360, 453, 342], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,14,"{""all_points_x"": [7, 694, 755, 731, 1173, 1183, 1129, 3588, 3598, 3439, 9], ""all_points_y"": [303, 665, 629, 494, 686, 844, 879, 2169, 2697, 2696, 703], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100116_435_R.JPG, ,{},28,15,"{""all_points_x"": [1140, 1139, 1297, 1291], ""all_points_y"": [2601, 2693, 2693, 2599], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,16,"{""all_points_x"": [936, 917, 1085, 1080], ""all_points_y"": [2450, 2698, 2694, 2443], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,17,"{""all_points_x"": [744, 721, 855, 899], ""all_points_y"": [2259, 2571, 2585, 2259], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,18,"{""all_points_x"": [568, 519, 663, 711], ""all_points_y"": [2161, 2535, 2538, 2176], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,19,"{""all_points_x"": [349, 317, 468, 475], ""all_points_y"": [2055, 2318, 2316, 2061], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,20,"{""all_points_x"": [228, 149, 293, 352], ""all_points_y"": [1846, 2137, 2133, 1863], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,21,"{""all_points_x"": [15, 134, 101, 5], ""all_points_y"": [1787, 1783, 2105, 2124], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,22,"{""all_points_x"": [2237, 2624, 2668, 2487, 2268], ""all_points_y"": [2593, 2496, 2648, 2688, 2691], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,23,"{""all_points_x"": [2363, 2002, 2052, 2409], ""all_points_y"": [2357, 2439, 2578, 2487], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100116_435_R.JPG, ,{},28,24,"{""all_points_x"": [1341, 1265, 1342, 1421], ""all_points_y"": [2445, 2514, 2568, 2501], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100116_435_R.JPG, ,{},28,25,"{""all_points_x"": [667, 588, 660, 733], ""all_points_y"": [1893, 1946, 1998, 1955], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100116_435_R.JPG, ,{},28,26,"{""all_points_x"": [229, 179, 229, 296], ""all_points_y"": [1613, 1672, 1718, 1663], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100116_435_R.JPG, ,{},28,27,"{""all_points_x"": [603, 555, 614, 664], ""all_points_y"": [1352, 1391, 1428, 1367], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100135_627_R.JPG, ,{},20,0,"{""all_points_x"": [3472, 3595, 3594, 3428, 3284, 3376], ""all_points_y"": [2522, 2606, 2699, 2695, 2605, 2503], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,1,"{""all_points_x"": [1803, 2802, 2730, 2027], ""all_points_y"": [2700, 1520, 1848, 2699], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100135_627_R.JPG, ,{},20,2,"{""all_points_x"": [6, 175, 11], ""all_points_y"": [2125, 2266, 2391], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100135_627_R.JPG, ,{},20,3,"{""all_points_x"": [2528, 2488, 2549, 2606], ""all_points_y"": [1239, 1289, 1320, 1265], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100135_627_R.JPG, ,{},20,4,"{""all_points_x"": [3451, 3587, 3581, 3408], ""all_points_y"": [255, 231, 145, 179], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,5,"{""all_points_x"": [3246, 3460, 3416, 3225], ""all_points_y"": [181, 150, 77, 113], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,6,"{""all_points_x"": [3126, 3292, 3258, 3060], ""all_points_y"": [114, 75, 16, 28], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,7,"{""all_points_x"": [3457, 3527, 3594, 3593, 3544], ""all_points_y"": [474, 628, 616, 547, 447], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,8,"{""all_points_x"": [3262, 3308, 3404, 3351], ""all_points_y"": [354, 526, 503, 352], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,9,"{""all_points_x"": [3058, 3131, 3226, 3168], ""all_points_y"": [354, 472, 436, 321], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,10,"{""all_points_x"": [2412, 2245, 2339, 2474], ""all_points_y"": [976, 1129, 1191, 1049], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,11,"{""all_points_x"": [2237, 2078, 2187, 2339], ""all_points_y"": [874, 1058, 1117, 960], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,12,"{""all_points_x"": [2069, 1932, 2030, 2145], ""all_points_y"": [847, 989, 1048, 911], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100135_627_R.JPG, ,{},20,13,"{""all_points_x"": [3473, 3433, 3594, 3594], ""all_points_y"": [797, 897, 959, 847], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100135_627_R.JPG, ,{},20,14,"{""all_points_x"": [3169, 3340, 3453, 3485, 3378, 3207], ""all_points_y"": [794, 854, 720, 603, 740, 669], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100135_627_R.JPG, ,{},20,15,"{""all_points_x"": [3581, 3476, 3592, 3592], ""all_points_y"": [645, 783, 828, 659], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100135_627_R.JPG, ,{},20,16,"{""all_points_x"": [3316, 3213, 3373, 3474], ""all_points_y"": [537, 666, 736, 609], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100135_627_R.JPG, ,{},20,17,"{""all_points_x"": [1, 1194, 1280, 7], ""all_points_y"": [1155, 1932, 1838, 1017], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100135_627_R.JPG, ,{},20,18,"{""all_points_x"": [1690, 1650, 1701, 1748], ""all_points_y"": [1853, 1909, 1930, 1896], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100135_627_R.JPG, ,{},20,19,"{""all_points_x"": [1802, 2796, 2035, 1858, 3, 3, 1289, 423], ""all_points_y"": [2692, 1511, 1127, 1300, 332, 1011, 1835, 2699], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100144_736_R.JPG, ,{},23,0,"{""all_points_x"": [1010, 957, 1016, 1058], ""all_points_y"": [2180, 2222, 2268, 2221], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100144_736_R.JPG, ,{},23,1,"{""all_points_x"": [1835, 1805, 1874, 1901], ""all_points_y"": [853, 890, 950, 899], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100144_736_R.JPG, ,{},23,2,"{""all_points_x"": [341, 240, 406, 505], ""all_points_y"": [1158, 1246, 1361, 1274], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100144_736_R.JPG, ,{},23,3,"{""all_points_x"": [109, 261, 164, 11], ""all_points_y"": [1023, 1122, 1204, 1095], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100144_736_R.JPG, ,{},23,4,"{""all_points_x"": [3383, 3533, 3597, 3590, 3566, 3415], ""all_points_y"": [241, 289, 231, 149, 186, 131], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100144_736_R.JPG, ,{},23,5,"{""all_points_x"": [3153, 3306, 3411, 3430, 3340, 3181], ""all_points_y"": [152, 200, 90, 12, 101, 46], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100144_736_R.JPG, ,{},23,6,"{""all_points_x"": [3199, 3178, 3340, 3421], ""all_points_y"": [5, 45, 90, 9], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100144_736_R.JPG, ,{},23,7,"{""all_points_x"": [3526, 3416, 3575, 3597, 3598], ""all_points_y"": [8, 122, 176, 149, 40], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100144_736_R.JPG, ,{},23,8,"{""all_points_x"": [1, 4, 1346, 1481], ""all_points_y"": [136, 312, 1018, 897], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100144_736_R.JPG, ,{},23,9,"{""all_points_x"": [2760, 1194, 808, 2812], ""all_points_y"": [984, 2698, 2693, 623], ""name"": ""polygon""}","{""Objects"": ""2""}"
20181210_100144_736_R.JPG, ,{},23,10,"{""all_points_x"": [811, 2809, 2150, 1942, 827, 6, 3, 1485, 6, 9], ""all_points_y"": [2696, 618, 335, 508, 6, 10, 131, 898, 2198, 2692], ""name"": ""polygon""}","{""Objects"": ""1""}"
20181210_100144_736_R.JPG, ,{},23,11,"{""all_points_x"": [3478, 3568, 3592, 3518], ""all_points_y"": [1317, 1369, 1297, 1265], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,12,"{""all_points_x"": [3575, 3303, 3372, 3589], ""all_points_y"": [1523, 1403, 1302, 1402], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,13,"{""all_points_x"": [3459, 3146, 3228, 3524], ""all_points_y"": [1662, 1522, 1393, 1542], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,14,"{""all_points_x"": [3339, 3027, 3128, 3399], ""all_points_y"": [1789, 1641, 1539, 1694], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,15,"{""all_points_x"": [3232, 2921, 3030, 3325], ""all_points_y"": [1948, 1800, 1688, 1843], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,16,"{""all_points_x"": [3130, 2811, 2888, 3218], ""all_points_y"": [2113, 1959, 1854, 2021], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,17,"{""all_points_x"": [3032, 2723, 2771, 3100], ""all_points_y"": [2294, 2121, 1976, 2168], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,18,"{""all_points_x"": [2868, 2607, 2704, 2956], ""all_points_y"": [2436, 2300, 2186, 2332], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,19,"{""all_points_x"": [2782, 2490, 2600, 2861], ""all_points_y"": [2636, 2466, 2337, 2509], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,20,"{""all_points_x"": [2456, 2341, 2432, 2531], ""all_points_y"": [287, 401, 441, 336], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,21,"{""all_points_x"": [2337, 2205, 2292, 2402], ""all_points_y"": [215, 330, 372, 277], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100144_736_R.JPG, ,{},23,22,"{""all_points_x"": [2161, 2032, 2118, 2242], ""all_points_y"": [188, 331, 354, 239], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100155_848_R.JPG, ,{},16,0,"{""all_points_x"": [2714, 2675, 2739, 2800], ""all_points_y"": [1585, 1624, 1677, 1618], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100155_848_R.JPG, ,{},16,1,"{""all_points_x"": [1512, 1469, 1323, 1318, 1337, 1423], ""all_points_y"": [61, 104, 52, 20, 7, 10], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100155_848_R.JPG, ,{},16,2,"{""all_points_x"": [1613, 1541, 1561, 1703, 1792, 1756], ""all_points_y"": [69, 111, 156, 215, 151, 114], ""name"": ""polygon""}","{""Objects"": ""5""}"
20181210_100155_848_R.JPG, ,{},16,3,"{""all_points_x"": [2467, 2419, 2461, 2496], ""all_points_y"": [502, 569, 583, 547], ""name"": ""polygon""}","{""Objects"": ""3""}"
20181210_100155_848_R.JPG, ,{},16,4,"{""all_points_x"": [3439, 3359, 3485, 3586, 3583], ""all_points_y"": [2501, 2606, 2696, 2692, 2567], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100155_848_R.JPG, ,{},16,5,"{""all_points_x"": [3535, 3469, 3597, 3585], ""all_points_y"": [2314, 2443, 2525, 2337], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100155_848_R.JPG, ,{},16,6,"{""all_points_x"": [3478, 3417, 3595, 3594], ""all_points_y"": [850, 946, 1040, 908], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100155_848_R.JPG, ,{},16,7,"{""all_points_x"": [3378, 3308, 3583, 3598], ""all_points_y"": [958, 1048, 1198, 1069], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100155_848_R.JPG, ,{},16,8,"{""all_points_x"": [2842, 2766, 3006, 3067], ""all_points_y"": [1638, 1756, 1885, 1778], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100155_848_R.JPG, ,{},16,9,"{""all_points_x"": [2708, 2625, 2892, 2948], ""all_points_y"": [1750, 1872, 2014, 1900], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100155_848_R.JPG, ,{},16,10,"{""all_points_x"": [2573, 2501, 2806, 2862], ""all_points_y"": [1888, 2011, 2184, 2056], ""name"": ""polygon""}","{""Objects"": ""4""}"
20181210_100155_848_R.JPG, ,{},16,11,"{""all_points_x"": [2466, 2380, 2682, 2753], ""all_points_y"": [2041, 2171, 2352, 2222], ""name"": ""polygon""}","{""Objects"": ""4""}"
